Begin Time - msec,End Time - msec,Duration - msec,Annotations - Furhat,Annotations - Human
838760,840101,1341,,Getting a one is quite random. 
841805,846363,4558,Yeah when the one is the best it's counter intuitive. ,
846363,847013,650,,Yeah. 
848695,849640,945,Okay so lets see. ,
850239,852314,2075,I don't want the four. ,
853342,854539,1197,And I get the four. ,
855199,855883,684,,That's good. 
857301,858659,1358,Not for me. ,
861941,864003,2062,,"Of course, of course. "
864003,865827,1824,,Hahaha.
867399,870201,2802,Is it like three times per game that you end up there?,
870372,875449,5077,,I think this is the second this time or is it the third this time? I don't know. Last time i lost count. 
875830,876586,756,Yeah. ,
877294,878326,1032,It's too high numbers. ,
878483,879189,706,,"Yeah, "
886922,889536,2614,There's still one ladder I can catch. ,
889536,890290,754,,Close. 
891845,892818,973,,Ohh. 
894181,895661,1480,Give papa a one. ,
896998,897586,588,No. ,
905319,906929,1610,,Mmm you are moving fast now. 
907321,907998,677,Yeah. ,
909545,913714,4169,But I have to say both these game have been quite. ,
913772,916466,2694,Oh i shouldn't have said anything but lucky I was about to say. ,
916518,917610,1092,,Hahaha. 
918424,919372,948,,Still in the lead though. 
920042,922151,2109,,Oh I though I had the sixtysix. 
922570,923801,1231,Okay two. ,
924714,925261,547,Ahh. ,
925884,926715,831,See?,
927097,928115,1018,Mind over matter. ,
928101,929308,1207,,Come on number one. 
930951,931364,413,,Four. 
931329,933724,2395,Ah you have to practice your wizardry. ,
933724,934385,661,,Yeah. 
936514,937386,872,That's perfect. ,
941738,943486,1748,And then a four maybe. ,
944316,944727,411,Oh. ,
945203,946066,863,Six is even better. ,
950044,951178,1134,I feel like this is it. ,
951956,952405,449,Five. ,
952813,954152,1339,"Yes, called it. ",
954659,958811,4152,,If you beat that snake you've got everything going for you. 
959345,960021,676,Yeah. ,
960176,961954,1778,,But you ended up on nintyeight last time right?
962297,962730,433,Yeah. ,
963404,964596,1192,That can happen. ,
965062,966901,1839,We'll see if I can avoid it this time. ,
966901,968058,1157,Ahh. ,Yes. 
969058,971122,2064,But that's at least a pretty nice snake. ,
971422,973020,1598,,"This is, oh I though I was going to end on. "
973631,975875,2244,Puts you in a pretty good position. ,
978366,980405,2039,Yeah just like that. ,
984213,984784,571,Oh. ,
985688,987921,2233,,No it's a big snake. 
988395,989775,1380,yeah that's a big fall. ,
989804,990448,644,,Mmhmm. 
991170,992323,1153,That's a shame. ,
994082,994858,776,Oh. ,
995265,996988,1723,,Yeah you got it now. I think you've got it now. 
997307,997903,596,Yeah. ,
998273,999520,1247,My favorite ladder. ,
999744,1002681,2937,Hahaha favorite ladder. ,
1003436,1004745,1309,Anything but a two now. ,
1005231,1005869,638,Come on. ,
1006480,1009898,3418,Ahh. Fuck. ,Hahaha. 
1011154,1014145,2991,,Have you looked into this random generator in this dice?
1015121,1026105,10984,I mean I'm not the one responsible for developing the game I'm just a robot but I believe that the designers are fair people. ,
1027251,1029291,2040,,But people are faulty as well. 
1029889,1030652,763,That's true. ,
1032043,1033890,1847,you do have your own bugs.,
1034481,1035439,958,Just like machines. ,
1035439,1036254,815,,Mmhmm. 
1038582,1039354,772,Taking the lead. ,
1039872,1040427,555,,Mmm. 
1041783,1042105,322,,Damn.  
1042198,1042703,505,Yeah. ,
1043285,1043994,709,Falling down. ,
1047653,1048781,1128,Oh no. ,
1049044,1049891,847,,Big snake. 
1050309,1051851,1542,Yeah now it's my turn. ,
1053716,1055165,1449,But I'm going for your.,
1055540,1055694,154,,Favorite?
1055694,1056623,929,Favorite ladder. ,
1057526,1057910,384,Three. ,
1058058,1059560,1502,,And he hits it. He hits it. 
1060883,1061746,863,Success. ,
1065549,1065981,432,,Oh. 
1066811,1068063,1252,Ohh. ,Ohh. 
1068224,1068925,701,Wow. ,
1069352,1070637,1285,,My next favorite ladder. 
1070998,1072894,1896,This is pretty incredible. ,
1073580,1077650,4070,I mean there's double as many snakes as there are ladders. ,
1077825,1078433,608,,Mmhmm. 
1078780,1079984,1204,And we keep hitting ladders. ,
1080581,1082279,1698,,Yeah two in a row that time if you count both.
1082279,1082496,217,,Yeah. 
1082535,1083256,721,,Both of our turns. 
1085874,1086391,517,,But yeah. 
1086401,1088481,2080,Must be kind of our lucky day. ,
1090590,1091004,414,Oh. ,
1091211,1093502,2291,,Yeah two snakes in a row as well. 
1093926,1094981,1055,,Come on number two. 
1096743,1097211,468,Ahh. ,
1098097,1098600,503,,That's okay. 
1099075,1099522,447,Yeah.,
1099964,1101488,1524,It's a good alternative. ,
1101541,1103357,1816,Oh no. ,
1103914,1105809,1895,,And you where up on that nintyeight before. 
1105928,1108652,2724,Yeah I was so close.,
1109936,1112160,2224,And now I'm probably going to hit a one. ,
1113197,1113942,745,Oh good. ,
1115391,1116627,1236,I'll take your favorite ladder. ,
1116627,1117833,1206,,Yeah I hope you get it. 
1118659,1120270,1611,,this can be dangerous. oh nice. 
1122084,1122644,560,Come on two. ,
1123290,1124166,876,Ah well. ,
1124845,1125879,1034,Dodging snakes. ,
1128343,1128978,635,,This is not good. 
1128978,1130115,1137,Oh that's nice. ,Oh that's very good. 
1130496,1131606,1110,Yeah that's really good. ,
1132800,1138582,5782,,You almost always end up on the number eighty as well. i think that's the board I have been on most times. 
1140395,1142123,1728,Can you see a pattern here?,
1142123,1143229,1106,,Yeah I'm starting to see it. 
1145042,1146264,1222,,Not one. Not one. 
1147588,1148074,486,,
1148074,1148684,610,Yes. ,Oh. 
1149534,1150036,502,,It's very good. 
1150036,1150873,837,That's really good. ,
1151407,1152010,603,Two now. ,
1153978,1154726,748,,Ahh you got it. 
1155200,1155669,469,Yeah. ,
1156614,1158097,1483,And up to sixtynine. ,
1160680,1161000,320,Oh. ,
1161359,1162988,1629,Now you are exactly where I was. ,
1162994,1165232,2238,,Yeah and it's making me nervous. 
1165303,1166652,1349,Are you going to roll a two?,It's making me nervous. 
1166809,1167964,1155,,You are making me nervous. 
1168413,1169826,1413,Are you going to roll a two?,
1172814,1173127,313,,Oh yes. 
1173159,1174299,1140,Oh wow. ,
1174299,1174777,478,,Two in a row. 
1175026,1176228,1202,Two in a row. ,
1176973,1178439,1466,You really are a lucky person. ,
1179143,1181790,2647,,No no no. It's no luck as we said right?
1183148,1183976,828,No luck involved. ,
1184165,1186439,2274,,I practice my dice game. 
1187311,1187880,569,Alright. ,
1188433,1188724,291,,One. 
1189322,1190590,1268,Ehh one well. ,
1191112,1191794,682,,Two. 
1192049,1192735,686,Can't have it all. ,
1196825,1197740,915,There was the two. ,
1198354,1200940,2586,You needed that or I needed that last turn. ,
1200940,1204461,3521,,I think this is the worst start you can have. First one then two. 
1205047,1206172,1125,Yeah that's probably true. ,
1206977,1207664,687,Alright. ,
1207895,1209968,2073,Tim the twenty minutes are up. ,
1209968,1210499,531,,Alright. 
1210550,1211736,1186,So thank you for playing. ,
1211809,1212480,671,,Yeah thank you. 
1212628,1213785,1157,And goodbye. ,
