Begin Time - msec,End Time - msec,Duration - msec,Annotations - Furhat,Annotations - Human
769204,770783,1579,You got past snake land.,
770783,771414,631,Yeah.,
771776,774239,2463,,One snake land less.
776806,778331,1525,It's the top that's hard.,
783434,784235,801,Yeah.,
791078,793160,2082,Lets see if I get a snake. ,
797675,799833,2158,"Oh nice, you missed all the snakes. ",
799871,801993,2122,,"Nice, nice, nice, okay."
802907,803875,968,,Give me a two.
805678,807549,1871,Oh no. Almost,
808553,809807,1254,,Still have a shot.
809975,811296,1321,A snake. ,So another one.
815872,816731,859,That's pretty good. ,
817716,818366,650,,Yeah.
818874,820624,1750,I got the same snake. ,
820707,823015,2308,,Yeah that's the one. He's hungry. 
823201,824935,1734,Yeah that's a bad snake. ,
826184,826777,593,.,Six
827840,828349,509,,No. 
828360,829742,1382,Oh no. ,
829833,830549,716,,Fuck.
831441,834049,2608,You're back down here in snake land. ,
834049,834743,694,,Okay five.
836673,839297,2624,,No okay. I'm looking in the wrong direction. 
841654,844038,2384,Oh no a snake.,It's complicated.
847507,849573,2066,That's a hard one.,
852679,855221,2542,,"Yes, another five."
859199,860184,985,Maybe next time.,
861203,862636,1433,,"Yeah, two."
865381,866306,925,A four again.,
873611,874598,987,,Okay.
875484,876705,1221,Almost a ladder.,
876705,877614,909,,Pretty good.
878621,879406,785,,One.
883244,885613,2369,At least there is no snake.,
885849,888123,2274,,Yeah now it's not too many snakes.
893928,896162,2234,Oh I got the same snake. ,
897153,898242,1089,That's a hard one.,It's impossible.
898384,899072,688,,Yeah.
907979,909779,1800,Almost a snake.,
912823,913705,882,,No.
915868,917183,1315,This seems impossible.,
917183,917766,583,,Merde.
918566,919989,1423,It's the same snake.,
919999,921699,1700,,How long have we been playing?
923997,925232,1235,I don't know. For awhile.,
929291,930364,1073,Oh no.,
931200,934376,3176,I can't seem to get past the row.,
936528,937785,1257,,Two.
943888,945491,1603,A six. That's good..,
946450,947607,1157,,That's very good.
954962,957049,2087,Oh a one. That's pretty bad.,
959033,960167,1134,,It's not great.
962402,964519,2117,You are getting into the danger zone.,
965269,965872,603,,Yes.
967775,971765,3990,,This is not the best area.
972471,973452,981,No it's a hard one.,
974460,975794,1334,But you dodged the snake. ,
976518,977866,1348,,One snake dodged. 
978055,978954,899,Oh no.,
980908,982452,1544,This game is so hard.,
985163,985599,436,,Yes.
985599,986393,794,Oh.,
987335,988594,1259,That's a hard one.,
989744,990395,651,,Okay.
990395,991753,1358,Oh no.,
992257,993619,1362,I'm back down.,
995178,996420,1242,,Fuck.
996642,998033,1391,At least it's the small snake.,
998033,999402,1369,,Yeah yeah that was the small one.
1000563,1001753,1190,,Okay.
1009980,1011519,1539,I'm stuck in a loop.,
1015066,1018049,2983,Lets see if you can dodge the snake row.,
1018740,1019557,817,Oh a ladder.,
1020554,1021409,855,Finally.,
1021566,1022440,874,,Fuck.
1023567,1024217,650,,Okay.
1025953,1027666,1713,Do you still think it's possible to win?,
1027666,1028417,751,,Not good.
1030916,1037700,6784,,I think it not a huge chance maybe but eventually.
1040032,1042189,2157,,It must be possible.
1050247,1058139,7892,,I mean I was one point away from doing it last time.
1058976,1060749,1773,Yeah you got super unlucky.,
1060901,1069190,8289,,So yeah then it felt quite easy and now you realize it's not.
1071042,1074636,3594,"Yeah that snake is super sad, the last one.",
1076779,1077333,554,,Come on.
1079457,1080919,1462,,Just once.
1085547,1087647,2100,Now you are getting into the danger zone.,
1090533,1091566,1033,,Yeah.
1094403,1095233,830,,Oh no.
1095281,1096116,835,Oh no.,
1096116,1096600,484,,Fuck.
1096650,1097659,1009,That's the same one.,
1100428,1101419,991,,Oh it it?
1113485,1115622,2137,Lets see if I can catch up.,
1116490,1117363,873,,Yeah.
1117697,1119054,1357,I'm almost there.,
1119987,1122366,2379,,This is pretty slow.
1122366,1124187,1821,I missed the ladder.,Close.
1130709,1131816,1107,You dodged that.,
1132176,1132867,691,,Yeah.
1134713,1135586,873,But I'm catching up.,
1139087,1140339,1252,,Oh no. Okay.
1141040,1142314,1274,Now we are on the same board.,Now we are on the same spot. 
1153013,1155177,2164,Lets see if can dodge the snakes. ,
1158700,1159658,958,,Yeah.
1162979,1164732,1753,Yes I got past them.,
1169682,1170754,1072,Oh no.,
1170902,1171753,851,,Always.
1173559,1174833,1274,,Snake eightytwo.
1176711,1178682,1971,I got past the snakes. ,
1180648,1182572,1924,,Yeah you're lucky.
1183966,1186150,2184,,Okay. No fuck.
1186296,1189116,2820,,Come on Furhat I'm rooting for you now.
1189797,1191168,1371,,I think you should win this.
1192216,1193456,1240,This game feels rigged.,
1193646,1194369,723,,Yeah.
1198375,1199183,808,,Alright.
1199544,1201134,1590,Lets see if I can win this.,
1201259,1201824,565,,Do it. 
1203033,1204566,1533,Oh no.,No. 
1207739,1210283,2544,,Motherfucker. Eightytwo every time.
1210529,1212240,1711,,That's the third time in a row.
1212802,1214426,1624,That's also a hungry snake. ,
1214733,1216860,2127,,It's a very hungry snake. 
1221571,1223160,1589,I think it's snake again.,
1223449,1225045,1596,,Oh shit. Yeah. 
1226172,1227171,999,,You're right. 
1228442,1230950,2508,We're both stuck on snakes. ,
1230950,1233977,3027,,Small snakes. Big snakes. 
1234928,1236751,1823,,That's okay.
1237485,1238204,719,That was close.,
1238978,1241400,2422,,Again. So nintyfour is your.
1241400,1246033,4633,,Okay not a fucking two. Give me a four or a six. 
1247700,1248645,945,,Okay three that's okay.
1250484,1253168,2684,,But this is impossible. 
1253709,1254650,941,You think so?,
1254650,1256366,1716,,Yeah i think so.
1257754,1258916,1162,,I'm loosing faith. 
1263635,1264359,724,,Okay.
1265778,1266680,902,Finally. ,
1267285,1267943,658,,Okay. 
1268941,1273563,4622,,Now maybe I don't want you to win anymore. 
1277185,1279467,2282,,"Shit, okay. "
1281335,1284299,2964,I think I might win this. ,
1285025,1286148,1123,,Alright.
1286494,1287100,606,Finally. ,
1287128,1290166,3038,,Congratulations Furhat. You did it. 
1290441,1291768,1327,We will end the game now.,
