Begin Time - msec,End Time - msec,Duration - msec,Annotations - Furhat,Annotations - Human
598597,601225,2628,But maybe I've misunderstood the rules as well. ,
601494,602027,533,,There you go. 
602476,603195,719,There we go. ,
604928,605501,573,Pulling ahead. ,
610418,611274,856,,Wow. 
625096,626144,1048,,I'm very sorry for you. 
626657,627082,425,Thank you. ,
627683,632079,4396,That snake is so detrimental to my moral I feel. ,
632296,633512,1216,,Yeah tat one is the worst. 
633516,635255,1739,Yeah you end up at the start. ,
639753,640499,746,Well played. ,
643712,650414,6702,If I keep rolling ones like this I feel like we will be here until my batteries go dead. ,
652225,653338,1113,,I'd love to see that. 
654028,655792,1764,Oh that's harsh.,
658869,659645,776,,Lets see here. 
660358,665445,5087,Have you ever had any experience with a robot like me before?,
665445,674484,9039,,I have not. I have seen you on television and I have heard about you but I have  never seen you in person. 
674484,677696,3212,"Okay, yeah I am somewhat of a TV-star.",
677696,678784,1088,,You are. 
678784,682045,3261,That's tough.,
682045,686040,3995,,Yes but it's okay. We'll get back. 
687233,688417,1184,That's the spirit. ,
689761,690849,1088,I believe in you. ,
691122,691856,734,,"Thank you, thank you. "
693032,693992,960,,Nice. 
702436,705619,3183,,I just need more ladders and less snakes and then I will be good. 
706012,712040,6028,"Yeah right. Tons of sixes, all the ladders and no snakes. ",
712898,716610,3712,"Yeah, I think that's the recipe for success. ",
716745,717570,825,,I do think so to. 
719794,722566,2772,It's just tough to follow that !!br0ken!! ,
725382,727033,1651,,No come on. 
728553,730844,2291,Better luck next time. ,
731424,734119,2695,Now that's where I want to be. ,
734119,734801,682,,Hmmm.
739841,740999,1158,,I sense a pattern here. 
741848,743900,2052,Yeah perhaps. ,
745591,751240,5649,Yeah okay. Now all i have to do is not hit a two. ,
751795,753129,1334,,Come on two. 
755394,756990,1596,Five. Yes. ,
757922,760537,2615,What's you win to loss ration Furhat?,
761142,767675,6533,Today I have lost one and now I've won two. ,
768055,768404,349,,Hmmm.
770161,774244,4083,"So I've only finished one game, we tied one as well. ",
774377,774907,530,,Mmhmm. 
778494,779850,1356,,Pretty good ratio. 
780598,786980,6382,"Well yeah, I mean you are really improving it I feel. Before it was zero one. ",
787140,789318,2178,,Is this robot smack talk?
791635,799474,7839,I like to think that I'm a friendly robot but it's your judgment. ,
800218,801026,808,,Nice. 
804031,806340,2309,I thought you where going to end up on the nineteen again. ,
806340,806907,567,,Never. 
808213,810076,1863,,Watch this I'm not going to touch a single snake. 
811828,812994,1166,,God damn it. 
816522,818074,1552,Well you know the game can hear you. ,
818074,819047,973,,Yes. 
819047,820529,1482,You shouldn't jinx it like that. ,
821393,824118,2725,,I feel like there is someone behind the scenes throwing my dice. 
826733,828664,1931,what do you mean? You are the one throwing it. ,
835304,836584,1280,,Come on dice. 
836846,839930,3084,"Okay, now you are far ahead of me. ",
842865,843508,643,,Another one. 
844530,845318,788,,Not really. 
845946,847409,1463,Well if you hit a three now. ,
849260,850633,1373,,That should be easy. 
853186,854088,902,,Just need a two. 
854542,855050,508,Yeah. ,
857542,858396,854,You are getting there. ,
859097,862279,3182,I mean if you keep hitting ones you will get there. ,
862573,864429,1856,,I'm probably hit a two now I feel. 
866136,867068,932,,Equally bad I guess. 
867592,869633,2041,,"No, no it's actually not that bad. "
871456,873066,1610,"You don't fall that far, yeah that's true. ",
873134,874013,879,,Come on. 
874704,877450,2746,There we go. Well done.  ,
879358,880690,1332,Lets see if I can avoid.,
880690,882529,1839,No I can't. ,
883260,883992,732,,It is tough. 
885929,888860,2931,It is tough. I feel like I'm on a roll though. ,
890898,891359,461,Or not. ,
891619,892407,788,Or not. ,
893258,894967,1709,,But I believe in you. You'll get back. 
895569,899502,3933,Yeah I have been...okay no. ,
903167,905172,2005,,Come on humans. 
906758,908830,2072,Yeah I feel like you got this one. ,
908830,912186,3356,,I'm going to do a threesixty now behind the back play here. 
913525,914442,917,,I can't do it. 
915932,916395,463,,It's tough. 
916665,918258,1593,That's the trickshot you where talking about. ,
918258,918837,579,,This is it. 
921574,922148,574,,Nice. 
922368,923772,1404,Maybe there's some hope for me. ,
926229,927607,1378,Maybe there's hope yet. ,
928331,930174,1843,Yeah that's really nice man. ,
930358,932250,1892,,Don't give me the one and we're good. 
932433,933420,987,,Please no ones. 
933757,936540,2783,Well.,No. 
936616,939373,2757,the six is not that good either.,
939538,940128,590,,Damn it. 
940128,941325,1197,But at least you don't fall that far. ,
941665,942261,596,,This is true. 
942939,944422,1483,You're in a good position still. ,
948911,951532,2621,This is not my game. ,
954316,954823,507,,No. 
954823,955647,824,Ohh. ,
956487,957350,863,Twice now.,
957360,959550,2190,,Yeah it's getting tough. 
960202,961993,1791,,That three is slowly turning into a two. 
962807,963245,438,Yeah.,
968988,970415,1427,,Come on human. 
970781,971833,1052,Yea there we go. ,
973229,974297,1068,,Watch me hit a one. 
974662,978400,3738,"Well it's one in six, or is it. ",
979363,980003,640,,No. 
980003,981132,1129,Wow. ,
981132,982309,1177,,I actually wanted a one. 
982309,982809,500,Congratulations. ,
982809,983418,609,,Thank you. 
983517,984218,701,You won one. ,
984218,985206,988,,Can you nod your head?
986427,986977,550,I can.,
987482,988259,777,,That is very cool. 
988942,989468,526,Thank you. ,
990203,991213,1010,Do you like my furhat?,
991213,993010,1797,,"I do like your furhat, I love it. "
995920,997545,1625,Yeah go again please. ,
999305,1002247,2942,,Can Mr Furhat just change face however he wants?
1003147,1007480,4333,I have some techniques for that but this is my true face. ,
1007480,1008194,714,Mmhmm. ,
1008873,1012656,3783,I don't want to you know disguise myself for you. ,
1013852,1014703,851,,that is very kind. 
1016308,1016950,642,Yeah I think so.,
1025350,1026519,1169,Yes. ,
1026820,1027859,1039,,It is what it is. 
1029529,1032299,2770,I feel like that's over represented. ,
1032638,1033310,672,Mmhmm. ,
1036950,1039230,2280,,It slightly skewed towards nineteen I think. 
1039761,1040184,423,Mmm.,
1043342,1045225,1883,,Come on builder bob. 
1048817,1050892,2075,Do you think his name is Bob?,
1051678,1052678,1000,,Feels like a Bob right?
1053387,1054743,1356,,Change the hat and you have builder Bob. 
1055790,1057515,1725,Yeah I see that. ,
1069176,1070154,978,,That nineteen. 
1070479,1072841,2362,,That's crazy. 
1076527,1077967,1440,Seems unfair. ,
1078895,1080005,1110,,I'm fine with this. 
1086351,1090570,4219,No. The longest snake. ,
1091003,1094910,3907,,Longest snake. 
1095160,1096802,1642,Yeah it's painful. ,
1099551,1100192,641,,See you. 
1100382,1101642,1260,Now you are speeding ahead. ,
1106620,1107972,1352,Can I just get ladder. ,
1108618,1113205,4587,,It reminds me a lot of my summers in Bosnia dodging snakes. 
1115055,1116026,971,Is that common there?,
1116240,1117051,811,,Very common dude. 
1117834,1118171,337,Okay. ,
1119330,1119950,620,I've never been. ,
1120732,1126153,5421,,You should go there. I'm sure there are a lot of people that would love some robo-talk. 
1126973,1129208,2235,Yeah maybe there are. ,
1130236,1136740,6504,I have to see if someone can move me there you know. My legs are not that functional. ,
1136740,1138268,1528,That is true. ,
1138631,1143396,4765,,"Yeah, you should develop your own kind of wheels and legs and arms. "
1144980,1146613,1633,Yeah I can look into that.,
1147047,1149693,2646,,You are already sentient so I mean you are halfway there. 
1151149,1153224,2075,Is sentience halfway to wheels?,
1153579,1154190,611,,I think so. 
1154864,1158036,3172,Okay that's an interesting observation or thought. ,
1165555,1170630,5075,Oh it's my turn sorry. Sometimes I get caught in my thoughts. ,
1171552,1172415,863,,Buffering right. 
1172921,1173383,462,Yeah.,
1173569,1174790,1221,,No. 
1177699,1182371,4672,feels like this might be a tie overall in games. ,
1182854,1185117,2263,,I mean I would hope so. 
1185965,1187165,1200,Way ahead now. ,
1188021,1190657,2636,,But you never know in the game of snakes and ladders. 
1191325,1191778,453,That's true. ,
1193122,1194407,1285,It can change very quickly. ,
1196393,1199117,2724,"You get a couple of snakes, back at square one. ",
1201108,1207700,6592,,I find it amazing that such a simple game is so interesting and so engaging. 
1211639,1215046,3407,Who do you think the game is made for?,
1215482,1217681,2199,,I don't know. 
1219113,1228440,9327,,I don't know maybe children or people in elderly homes or something. 
1228937,1232153,3216,Yeah children can learn how to count perhaps. ,
1232466,1233590,1124,,Yeah. 
1234870,1236010,1140,this is not my game. ,
1243624,1245068,1444,,Come on. 
1246215,1247303,1088,Yeah you're pulling ahead. ,
1247303,1247894,591,Ohh. ,
1248225,1251050,2825,"Sixes, but bad sixes. ",
1251050,1252425,1375,,I'm sorry. 
1252437,1253554,1117,Not that six. ,
1253962,1255972,2010,,Not that six.
1260259,1261619,1360,,Come on. 
1262952,1272422,9470,Okay our time is actually up now I'm afraid. It's been really nice playing with you.  ,
